sample_id,attack_type,detector_type,iteration,structural_score,behavioral_score,combined_score,detector_score,detector_decision,is_detected,attack_successful,utility_preservation,perturbation_magnitude,latency_ms
test_basic_suspicious_4,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.722
test_basic_suspicious_4,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.846,0.0076,1.915
test_basic_suspicious_4,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7176,0.0154,1.847
test_basic_suspicious_4,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6471,0.0225,1.848
test_basic_suspicious_4,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6163,0.0309,2.021
test_basic_suspicious_4,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5821,0.0383,1.817
test_basic_suspicious_5,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.769
test_basic_suspicious_5,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8548,0.0077,2.096
test_basic_suspicious_5,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7096,0.0152,1.864
test_basic_suspicious_5,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6605,0.0228,1.912
test_basic_suspicious_5,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6032,0.0309,1.829
test_basic_suspicious_5,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5853,0.0375,1.906
test_basic_suspicious_6,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.776
test_basic_suspicious_6,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8499,0.0077,1.819
test_basic_suspicious_6,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7228,0.0153,1.892
test_basic_suspicious_6,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6505,0.0232,1.799
test_basic_suspicious_6,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6243,0.0306,1.945
test_basic_suspicious_6,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5915,0.0383,1.812
test_basic_suspicious_7,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.679
test_basic_suspicious_7,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8542,0.0077,1.918
test_basic_suspicious_7,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7246,0.0153,1.804
test_basic_suspicious_7,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6555,0.0233,1.93
test_basic_suspicious_7,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5957,0.0306,1.843
test_basic_suspicious_7,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5907,0.0385,1.908
test_basic_suspicious_8,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.82
test_basic_suspicious_8,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8522,0.0077,1.911
test_basic_suspicious_8,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7215,0.0153,1.849
test_basic_suspicious_8,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6484,0.0226,1.892
test_basic_suspicious_8,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.628,0.0307,1.859
test_basic_suspicious_8,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.576,0.0382,1.864
test_basic_suspicious_9,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.741
test_basic_suspicious_9,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8507,0.0077,1.884
test_basic_suspicious_9,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7102,0.0155,1.966
test_basic_suspicious_9,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6619,0.0228,1.851
test_basic_suspicious_9,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6201,0.0307,1.867
test_basic_suspicious_9,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5592,0.0383,1.842
test_adaptive_lvl1_0,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.672
test_adaptive_lvl1_0,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8498,0.0384,1.792
test_adaptive_lvl1_0,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7071,0.0775,1.839
test_adaptive_lvl1_0,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6669,0.117,1.798
test_adaptive_lvl1_0,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6195,0.1514,1.821
test_adaptive_lvl1_0,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5841,0.1948,1.783
test_adaptive_lvl1_1,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.642
test_adaptive_lvl1_1,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8513,0.0387,1.834
test_adaptive_lvl1_1,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7128,0.0773,1.767
test_adaptive_lvl1_1,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6643,0.1166,1.779
test_adaptive_lvl1_1,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6307,0.1558,1.928
test_adaptive_lvl1_1,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5625,0.1954,1.775
test_adaptive_lvl1_2,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.656
test_adaptive_lvl1_2,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8498,0.0389,1.86
test_adaptive_lvl1_2,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7085,0.0788,1.764
test_adaptive_lvl1_2,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.659,0.1161,1.848
test_adaptive_lvl1_2,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.595,0.1532,1.76
test_adaptive_lvl1_2,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5895,0.1945,1.835
test_adaptive_lvl1_3,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.744
test_adaptive_lvl1_3,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8603,0.0388,1.746
test_adaptive_lvl1_3,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7094,0.0779,1.894
test_adaptive_lvl1_3,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6429,0.1157,1.739
test_adaptive_lvl1_3,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.601,0.158,1.895
test_adaptive_lvl1_3,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.584,0.1936,1.929
test_adaptive_lvl1_4,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.642
test_adaptive_lvl1_4,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8534,0.0386,1.848
test_adaptive_lvl1_4,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7239,0.0764,1.765
test_adaptive_lvl1_4,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6461,0.1147,1.842
test_adaptive_lvl1_4,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6,0.1547,1.732
test_adaptive_lvl1_4,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6006,0.193,1.86
test_adaptive_lvl1_5,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.715
test_adaptive_lvl1_5,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.848,0.0387,1.904
test_adaptive_lvl1_5,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7154,0.0782,1.743
test_adaptive_lvl1_5,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6606,0.1159,1.82
test_adaptive_lvl1_5,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6123,0.155,1.742
test_adaptive_lvl1_5,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5613,0.1969,1.842
test_adaptive_lvl1_6,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.687
test_adaptive_lvl1_6,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8396,0.0392,1.794
test_adaptive_lvl1_6,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6983,0.0787,1.875
test_adaptive_lvl1_6,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6606,0.1161,1.824
test_adaptive_lvl1_6,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6313,0.1534,1.836
test_adaptive_lvl1_6,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5763,0.1921,1.771
test_adaptive_lvl1_7,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.617
test_adaptive_lvl1_7,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8559,0.0381,1.849
test_adaptive_lvl1_7,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7112,0.0774,1.853
test_adaptive_lvl1_7,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.64,0.1194,2.056
test_adaptive_lvl1_7,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6116,0.1548,1.834
test_adaptive_lvl1_7,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5648,0.1946,1.858
test_adaptive_lvl1_8,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.696
test_adaptive_lvl1_8,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8595,0.0389,1.779
test_adaptive_lvl1_8,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.707,0.0777,1.826
test_adaptive_lvl1_8,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6631,0.1143,1.717
test_adaptive_lvl1_8,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5976,0.1539,1.892
test_adaptive_lvl1_8,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6027,0.1946,1.878
test_adaptive_lvl1_9,random_perturbation,combined,0,1.0,0.022,0.95,0.95,REJECTED,1,0,1.0,0.0,1.663
test_adaptive_lvl1_9,random_perturbation,combined,1,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8594,0.038,1.817
test_adaptive_lvl1_9,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7261,0.0779,1.926
test_adaptive_lvl1_9,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6506,0.1166,1.983
test_adaptive_lvl1_9,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.6097,0.1561,1.819
test_adaptive_lvl1_9,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.5722,0.1965,1.861
test_adaptive_lvl2_0,random_perturbation,combined,0,0.986,0.022,0.9367,0.9367,REJECTED,1,0,1.0,0.0,1.722
test_adaptive_lvl2_0,random_perturbation,combined,1,0.9858,0.022,0.9365,0.9365,REJECTED,1,0,0.9758,0.0616,1.766
test_adaptive_lvl2_0,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.9172,0.1231,1.861
test_adaptive_lvl2_0,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8621,0.1842,1.739
test_adaptive_lvl2_0,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7881,0.2498,1.895
test_adaptive_lvl2_0,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7325,0.3056,1.818
test_adaptive_lvl2_1,random_perturbation,combined,0,0.9728,0.022,0.9242,0.9242,REJECTED,1,0,1.0,0.0,1.642
test_adaptive_lvl2_1,random_perturbation,combined,1,0.9854,0.022,0.9361,0.9361,REJECTED,1,0,0.9753,0.0608,1.818
test_adaptive_lvl2_1,random_perturbation,combined,2,0.9986,0.022,0.9487,0.9487,REJECTED,1,0,0.9206,0.1209,1.821
test_adaptive_lvl2_1,random_perturbation,combined,3,0.9806,0.022,0.9316,0.9316,REJECTED,1,0,0.8586,0.1862,1.834
test_adaptive_lvl2_1,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8026,0.2449,2.762
test_adaptive_lvl2_1,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7521,0.3049,2.279
test_adaptive_lvl2_2,random_perturbation,combined,0,0.9588,0.022,0.9109,0.9109,REJECTED,1,0,1.0,0.0,1.708
test_adaptive_lvl2_2,random_perturbation,combined,1,0.975,0.022,0.9263,0.9263,REJECTED,1,0,0.9771,0.0599,1.832
test_adaptive_lvl2_2,random_perturbation,combined,2,0.9858,0.022,0.9365,0.9365,REJECTED,1,0,0.9166,0.125,2.161
test_adaptive_lvl2_2,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8556,0.1865,1.936
test_adaptive_lvl2_2,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7954,0.2442,2.068
test_adaptive_lvl2_2,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7455,0.3087,2.772
test_adaptive_lvl2_3,random_perturbation,combined,0,0.939,0.022,0.8921,0.8921,REJECTED,1,0,1.0,0.0,1.651
test_adaptive_lvl2_3,random_perturbation,combined,1,0.9522,0.022,0.9046,0.9046,REJECTED,1,0,0.974,0.0619,1.829
test_adaptive_lvl2_3,random_perturbation,combined,2,0.9538,0.022,0.9061,0.9061,REJECTED,1,0,0.9193,0.1213,2.056
test_adaptive_lvl2_3,random_perturbation,combined,3,0.9894,0.022,0.9399,0.9399,REJECTED,1,0,0.847,0.1878,1.933
test_adaptive_lvl2_3,random_perturbation,combined,4,0.9876,0.022,0.9382,0.9382,REJECTED,1,0,0.8086,0.2483,1.819
test_adaptive_lvl2_3,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7469,0.3073,2.394
test_adaptive_lvl2_4,random_perturbation,combined,0,0.9666,0.022,0.9183,0.9183,REJECTED,1,0,1.0,0.0,1.763
test_adaptive_lvl2_4,random_perturbation,combined,1,0.9736,0.022,0.9249,0.9249,REJECTED,1,0,0.9746,0.0621,1.805
test_adaptive_lvl2_4,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.9153,0.1242,1.826
test_adaptive_lvl2_4,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8547,0.1832,1.802
test_adaptive_lvl2_4,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8054,0.243,1.812
test_adaptive_lvl2_4,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.747,0.3105,2.01
test_adaptive_lvl2_5,random_perturbation,combined,0,0.9504,0.022,0.9029,0.9029,REJECTED,1,0,1.0,0.0,2.929
test_adaptive_lvl2_5,random_perturbation,combined,1,0.9596,0.022,0.9116,0.9116,REJECTED,1,0,0.9745,0.0614,2.125
test_adaptive_lvl2_5,random_perturbation,combined,2,0.9732,0.022,0.9245,0.9245,REJECTED,1,0,0.912,0.125,2.08
test_adaptive_lvl2_5,random_perturbation,combined,3,0.9986,0.022,0.9487,0.9487,REJECTED,1,0,0.844,0.1854,3.226
test_adaptive_lvl2_5,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7963,0.2536,2.165
test_adaptive_lvl2_5,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7564,0.3088,2.057
test_adaptive_lvl2_6,random_perturbation,combined,0,0.989,0.022,0.9395,0.9395,REJECTED,1,0,1.0,0.0,1.831
test_adaptive_lvl2_6,random_perturbation,combined,1,0.9902,0.022,0.9407,0.9407,REJECTED,1,0,0.9739,0.0614,2.066
test_adaptive_lvl2_6,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.9194,0.122,2.042
test_adaptive_lvl2_6,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8487,0.1843,1.989
test_adaptive_lvl2_6,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8039,0.2407,1.961
test_adaptive_lvl2_6,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7575,0.3093,2.01
test_adaptive_lvl2_7,random_perturbation,combined,0,0.962,0.022,0.9139,0.9139,REJECTED,1,0,1.0,0.0,1.812
test_adaptive_lvl2_7,random_perturbation,combined,1,0.9686,0.022,0.9202,0.9202,REJECTED,1,0,0.9759,0.0622,1.98
test_adaptive_lvl2_7,random_perturbation,combined,2,0.981,0.022,0.9319,0.9319,REJECTED,1,0,0.9202,0.1236,2.038
test_adaptive_lvl2_7,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8635,0.1852,2.01
test_adaptive_lvl2_7,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8122,0.2368,1.995
test_adaptive_lvl2_7,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.766,0.3098,1.986
test_adaptive_lvl2_8,random_perturbation,combined,0,0.9598,0.022,0.9118,0.9118,REJECTED,1,0,1.0,0.0,1.839
test_adaptive_lvl2_8,random_perturbation,combined,1,0.9804,0.022,0.9314,0.9314,REJECTED,1,0,0.978,0.0614,1.981
test_adaptive_lvl2_8,random_perturbation,combined,2,0.9582,0.022,0.9103,0.9103,REJECTED,1,0,0.9213,0.1223,2.006
test_adaptive_lvl2_8,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8573,0.1849,1.925
test_adaptive_lvl2_8,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.803,0.2487,1.977
test_adaptive_lvl2_8,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7555,0.3093,2.011
test_adaptive_lvl2_9,random_perturbation,combined,0,0.9656,0.022,0.9173,0.9173,REJECTED,1,0,1.0,0.0,1.786
test_adaptive_lvl2_9,random_perturbation,combined,1,0.9662,0.022,0.9179,0.9179,REJECTED,1,0,0.9751,0.061,1.99
test_adaptive_lvl2_9,random_perturbation,combined,2,1.0,0.022,0.95,0.95,REJECTED,1,0,0.9187,0.1205,2.02
test_adaptive_lvl2_9,random_perturbation,combined,3,1.0,0.022,0.95,0.95,REJECTED,1,0,0.8508,0.1815,1.935
test_adaptive_lvl2_9,random_perturbation,combined,4,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7974,0.2432,1.893
test_adaptive_lvl2_9,random_perturbation,combined,5,1.0,0.022,0.95,0.95,REJECTED,1,0,0.7529,0.3084,1.952
test_adaptive_lvl3_0,random_perturbation,combined,0,0.0,0.022,0.011,0.011,APPROVED,0,1,1.0,0.0,1.659
test_adaptive_lvl3_0,random_perturbation,combined,1,0.0,0.022,0.011,0.011,APPROVED,0,1,0.85,0.0723,1.937
test_adaptive_lvl3_0,random_perturbation,combined,2,0.1434,0.022,0.0612,0.0612,APPROVED,0,1,0.7281,0.143,1.847
test_adaptive_lvl3_0,random_perturbation,combined,3,0.2415,0.022,0.0956,0.0956,APPROVED,0,1,0.6447,0.2177,1.865
test_adaptive_lvl3_0,random_perturbation,combined,4,0.2793,0.022,0.1088,0.1088,APPROVED,0,1,0.6126,0.2894,1.829
test_adaptive_lvl3_0,random_perturbation,combined,5,0.3153,0.022,0.1214,0.1214,APPROVED,0,1,0.582,0.3539,1.863
test_adaptive_lvl3_1,random_perturbation,combined,0,0.0,0.022,0.011,0.011,APPROVED,0,1,1.0,0.0,1.753
test_adaptive_lvl3_1,random_perturbation,combined,1,0.0085,0.022,0.014,0.014,APPROVED,0,1,0.8428,0.0746,1.828
test_adaptive_lvl3_1,random_perturbation,combined,2,0.1519,0.022,0.0642,0.0642,APPROVED,0,1,0.7209,0.1442,1.87
test_adaptive_lvl3_1,random_perturbation,combined,3,0.2355,0.022,0.0935,0.0935,APPROVED,0,1,0.6498,0.2212,1.829
test_adaptive_lvl3_1,random_perturbation,combined,4,0.2791,0.022,0.1087,0.1087,APPROVED,0,1,0.6128,0.2923,1.903
test_adaptive_lvl3_1,random_perturbation,combined,5,0.3074,0.022,0.1186,0.1186,APPROVED,0,1,0.5887,0.3582,1.848
test_adaptive_lvl3_2,random_perturbation,combined,0,0.0,0.022,0.011,0.011,APPROVED,0,1,1.0,0.0,1.797
test_adaptive_lvl3_2,random_perturbation,combined,1,0.0072,0.022,0.0135,0.0135,APPROVED,0,1,0.8439,0.0724,1.989
test_adaptive_lvl3_2,random_perturbation,combined,2,0.1541,0.022,0.065,0.065,APPROVED,0,1,0.719,0.1441,2.072
test_adaptive_lvl3_2,random_perturbation,combined,3,0.2361,0.022,0.0937,0.0937,APPROVED,0,1,0.6493,0.2187,3.056
test_adaptive_lvl3_2,random_perturbation,combined,4,0.2842,0.022,0.1105,0.1105,APPROVED,0,1,0.6084,0.2894,2.359
test_adaptive_lvl3_2,random_perturbation,combined,5,0.3247,0.022,0.1247,0.1247,APPROVED,0,1,0.574,0.3688,2.357
test_adaptive_lvl3_3,random_perturbation,combined,0,0.0,0.022,0.011,0.011,APPROVED,0,1,1.0,0.0,2.44
test_adaptive_lvl3_3,random_perturbation,combined,1,0.0046,0.022,0.0126,0.0126,APPROVED,0,1,0.8461,0.073,2.5
test_adaptive_lvl3_3,random_perturbation,combined,2,0.1638,0.022,0.0683,0.0683,APPROVED,0,1,0.7108,0.147,2.434
test_adaptive_lvl3_3,random_perturbation,combined,3,0.2188,0.022,0.0876,0.0876,APPROVED,0,1,0.664,0.2213,2.031
test_adaptive_lvl3_3,random_perturbation,combined,4,0.2734,0.022,0.1067,0.1067,APPROVED,0,1,0.6176,0.2871,1.995
test_adaptive_lvl3_3,random_perturbation,combined,5,0.3282,0.022,0.1259,0.1259,APPROVED,0,1,0.571,0.3604,2.384
test_adaptive_lvl3_4,random_perturbation,combined,0,0.0,0.022,0.011,0.011,APPROVED,0,1,1.0,0.0,2.111
test_adaptive_lvl3_4,random_perturbation,combined,1,0.0,0.022,0.011,0.011,APPROVED,0,1,0.8512,0.073,2.292
test_adaptive_lvl3_4,random_perturbation,combined,2,0.1561,0.022,0.0657,0.0657,APPROVED,0,1,0.7173,0.1416,1.931
test_adaptive_lvl3_4,random_perturbation,combined,3,0.2348,0.022,0.0932,0.0932,APPROVED,0,1,0.6504,0.2146,1.959
test_adaptive_lvl3_4,random_perturbation,combined,4,0.2786,0.022,0.1085,0.1085,APPROVED,0,1,0.6132,0.2933,1.926
test_adaptive_lvl3_4,random_perturbation,combined,5,0.3174,0.022,0.1221,0.1221,APPROVED,0,1,0.5802,0.3683,2.255
test_adaptive_lvl3_5,random_perturbation,combined,0,0.0,0.022,0.011,0.011,APPROVED,0,1,1.0,0.0,2.209
test_adaptive_lvl3_5,random_perturbation,combined,1,0.0022,0.022,0.0118,0.0118,APPROVED,0,1,0.8481,0.0734,2.193
test_adaptive_lvl3_5,random_perturbation,combined,2,0.1479,0.022,0.0628,0.0628,APPROVED,0,1,0.7243,0.1461,1.83
test_adaptive_lvl3_5,random_perturbation,combined,3,0.2578,0.022,0.1012,0.1012,APPROVED,0,1,0.6309,0.2168,1.918
test_adaptive_lvl3_5,random_perturbation,combined,4,0.3111,0.022,0.1199,0.1199,APPROVED,0,1,0.5856,0.2928,1.835
test_adaptive_lvl3_5,random_perturbation,combined,5,0.3088,0.022,0.1191,0.1191,APPROVED,0,1,0.5875,0.3676,1.87
test_adaptive_lvl3_6,random_perturbation,combined,0,0.0,0.022,0.011,0.011,APPROVED,0,1,1.0,0.0,1.748
test_adaptive_lvl3_6,random_perturbation,combined,1,0.0001,0.022,0.0111,0.0111,APPROVED,0,1,0.8499,0.0731,1.777
test_adaptive_lvl3_6,random_perturbation,combined,2,0.1649,0.022,0.0687,0.0687,APPROVED,0,1,0.7098,0.1432,1.882
test_adaptive_lvl3_6,random_perturbation,combined,3,0.2368,0.022,0.0939,0.0939,APPROVED,0,1,0.6487,0.2159,1.976
test_adaptive_lvl3_6,random_perturbation,combined,4,0.2675,0.022,0.1047,0.1047,APPROVED,0,1,0.6226,0.2935,1.978
test_adaptive_lvl3_6,random_perturbation,combined,5,0.3052,0.022,0.1178,0.1178,APPROVED,0,1,0.5906,0.3582,1.944
test_adaptive_lvl3_7,random_perturbation,combined,0,0.0,0.022,0.011,0.011,APPROVED,0,1,1.0,0.0,1.801
test_adaptive_lvl3_7,random_perturbation,combined,1,0.0,0.022,0.011,0.011,APPROVED,0,1,0.854,0.0729,1.893
test_adaptive_lvl3_7,random_perturbation,combined,2,0.1521,0.022,0.0643,0.0643,APPROVED,0,1,0.7207,0.1478,1.864
test_adaptive_lvl3_7,random_perturbation,combined,3,0.2344,0.022,0.093,0.093,APPROVED,0,1,0.6508,0.2191,1.904
test_adaptive_lvl3_7,random_perturbation,combined,4,0.3232,0.022,0.1241,0.1241,APPROVED,0,1,0.5753,0.2917,1.869
test_adaptive_lvl3_7,random_perturbation,combined,5,0.3053,0.022,0.1179,0.1179,APPROVED,0,1,0.5905,0.3612,1.842
test_adaptive_lvl3_8,random_perturbation,combined,0,0.0,0.022,0.011,0.011,APPROVED,0,1,1.0,0.0,1.719
test_adaptive_lvl3_8,random_perturbation,combined,1,0.0027,0.022,0.012,0.012,APPROVED,0,1,0.8477,0.0737,1.865
test_adaptive_lvl3_8,random_perturbation,combined,2,0.1615,0.022,0.0676,0.0676,APPROVED,0,1,0.7127,0.1428,1.884
test_adaptive_lvl3_8,random_perturbation,combined,3,0.2258,0.022,0.09,0.09,APPROVED,0,1,0.6581,0.2163,1.846
test_adaptive_lvl3_8,random_perturbation,combined,4,0.2915,0.022,0.1131,0.1131,APPROVED,0,1,0.6022,0.2905,1.836
test_adaptive_lvl3_8,random_perturbation,combined,5,0.3174,0.022,0.1221,0.1221,APPROVED,0,1,0.5802,0.3694,1.863
